popularity,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,vote_count,vote_average,release_year,revenue_adj
2.395366,153962963,Focus,Will Smith|Margot Robbie|Rodrigo Santoro|Robert Taylor|Gerald McRaney,http://focusmovie.com/,Glenn Ficarra|John Requa,Never Drop The Con.,seduction|con man|femme fatale|deception|con artist,"A veteran grifter takes a young, attractive woman under his wing, but things get complicated when they become romantically involved.",105,Romance|Comedy|Crime|Drama,Kramer & Sigman Films|RatPac-Dune Entertainment|Zaftig Films,1831,6.7,2015,141645863.63582
2.354654,82347656,Hitman: Agent 47,Rupert Friend|Zachary Quinto|Hannah Ware|Emilio Rivera|Rolf Kanies,http://www.foxmovies.com/movies/hitman-agent-47,Aleksander Bach,Your Number is Up.,assassin|secret identity|intelligence|hitman|execution,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,96,Action|Crime|Thriller,Twentieth Century Fox Film Corporation|Fox International Productions|Infinite Frameworks Studios|TSG Entertainment,820,5.5,2015,75759810.18568349
2.345821,93820758,In the Heart of the Sea,Chris Hemsworth|Benjamin Walker|Cillian Murphy|Brendan Gleeson|Ben Whishaw,http://www.intheheartoftheseamovie.com/,Ron Howard,Based on the incredible true story that inspired Moby Dick,suicide|ocean|sea|hunger|shipwreck,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melvilleâ€™s Moby Dick.Â  But that told only half the story.Â  â€œHeart of the Seaâ€ reveals the encounterâ€™s harrowing aftermath, as the shipâ€™s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.Â  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",122,Thriller|Drama|Adventure|Action|History,Imagine Entertainment|Spring Creek Productions|Warner Bros.|Roth Films|K. JAM Media,805,6.4,2015,86315059.3813738
2.3315669999999997,137935567,Creed,Michael B. Jordan|Sylvester Stallone|Graham McTavish|Tessa Thompson|Phylicia RashÄd,http://creedthemovie.com/,Ryan Coogler,Your legacy is more than a name,underdog|sport|spin off|underground fighting|motivational speaker,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",133,Drama,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Chartoff-Winkler Productions,1171,7.3,2015,126900665.803707
2.31767,140795793,Trainwreck,Amy Schumer|Bill Hader|Brie Larson|Colin Quinn|Vanessa Bayer,,Judd Apatow,We All Know One.,alcohol|one-night stand,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",125,Comedy,Universal Pictures|Fuji Television Network|Dentsu|Apatow Productions,849,6.1,2015,129532072.56588799
2.29573,32848185,Eye in the Sky,Helen Mirren|Aaron Paul|Alan Rickman|Iain Glen|Barkhad Abdi,,Gavin Hood,Welcome to the new front line,terrorist|drone|u.s. military|air force base|combat drone,A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from â€œcaptureâ€ to â€œkillâ€ just as a nine-year old girl enters the kill zone.,102,Drama|Thriller|War,Entertainment One|Moonlighting Films|Raindog Films,265,7.2,2015,30220316.9030605
2.28135,42972994,Legend,Tom Hardy|Emily Browning|Christopher Eccleston|David Thewlis|Taron Egerton,https://www.uphe.com/movies/legend-2015,Brian Helgeland,"Love, fight, live, rule like a legend.",biography|based on true story|gangster|twins,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",131,Crime|Thriller,Working Title Films|Cross Creek Pictures|Anton Capital Entertainment (ACE),619,6.7,2015,39535137.0845396
2.2720439999999997,45895,Beyond the Reach,Michael Douglas|Jeremy Irvine|Hanna Mangan Lawrence|Ronny Cox|Martin Palmer,,Jean-Baptiste LÃ©onetti,,desert|hunting,A high-rolling corporate shark and his impoverished young guide play the most dangerous game during a hunting trip in the Mojave Desert.,95,Thriller,Furthur Films,81,5.5,2015,42223.381421712096
2.234573,128388320,Pan,Levi Miller|Garrett Hedlund|Hugh Jackman|Rooney Mara|Amanda Seyfried,,Joe Wright,Every legend has a beginning.,flying|magic|fairy tale|peter pan|mermaid,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",111,Adventure|Family|Fantasy,Warner Bros.|Moving Picture Company (MPC)|Berlanti Productions|RatPac-Dune Entertainment,586,5.9,2015,118117202.42843
2.140199,246233113,The Peanuts Movie,Noah Schnapp|Bill Melendez|Venus Schultheis|Hadley Belle Miller|Madisyn Shipman,http://www.peanutsmovie.com/,Steve Martino,The story of an underdog. And his dog.,based on comic strip|family|3d|charlie brown|snoopy,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",88,Adventure|Animation|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation|Feigco Entertainment,414,6.4,2015,226534364.284879
2.121884,48623572,Concussion,Will Smith|Bitsie Tulloch|Gugu Mbatha-Raw|Alec Baldwin|Matthew Willig,http://www.sonypictures.com/movies/concussion/,Peter Landesman,Even Legends Need a Hero,american football|biography|professional sports|sports injury|nfl,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",123,Drama,Village Roadshow Pictures|Scott Free Productions|LStar Capital|The Cantillon Company|The Shuman Company,500,6.9,2015,44733666.5571867
2.096273,52395996,The Night Before,Joseph Gordon-Levitt|Seth Rogen|Anthony Mackie|Lizzy Caplan|Jillian Bell,https://www.facebook.com/NightBeforeMovie,Jonathan Levine,"Their past, present and future. All in one night.",male friendship|new york city|drug|christmas eve|childhood friend,"In New York City for their annual tradition of Christmas Eve debauchery, three lifelong best friends set out to find the Holy Grail of Christmas parties since their yearly reunion might be coming to an end.",100,Comedy,Sony Pictures|Point Grey Pictures|Good Universe,363,6.1,2015,48204295.110110104
2.0809349999999998,5214043,Knock Knock,Keanu Reeves|Lorenza Izzo|Ana de Armas|Aaron Burns|Colleen Camp,http://knockknockmovie.tumblr.com/,Eli Roth,One night can cost you everything.,female nudity|sex|disc jockey|infidelity|rain,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",99,Drama|Horror|Thriller,Universum Film (UFA)|Dragonfly Entertainment|Black Bear Pictures|Square One Entertainment|Sobras International Pictures,473,4.8,2015,4796917.44935632
2.070708,63013281,The Longest Ride,Scott Eastwood|Britt Robertson|Lolita Davidovich|Melissa Benoist|Jack Huston,,"George Tillman, Jr.",Two couples. Two love stories. One epic tale.,based on novel|art student|cowboys|injury|bull riding,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,128,Romance|Drama,Fox 2000 Pictures|Temple Hill Entertainment,711,7.3,2015,57972193.012235
2.060162,466183544,Hotel Transylvania 2,Adam Sandler|Andy Samberg|Selena Gomez|Kevin James|Steve Buscemi,,Genndy Tartakovsky,They're back to raise a little terror,transylvania|hotel|witch|technology|magic,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",89,Animation|Comedy|Family,Columbia Pictures|Sony Pictures Animation,919,6.8,2015,428888671.76898396
2.055572,24000000,Love the Coopers,Steve Martin|Diane Keaton|John Goodman|Alan Arkin|Olivia Wilde,http://www.cbsfilms.com/love-the-coopers/,Jessie Nelson,"Christmas means comfort, joy and chaos.",big family|family relationships|family|woman director|christmas,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",107,Family|Comedy,Imagine Entertainment|Groundswell Productions|CBS Films,111,5.3,2015,22079990.2848042
2.049886,61181942,The Walk,Joseph Gordon-Levitt|Ben Kingsley|Charlotte Le Bon|Ben Schwartz|James Badge Dale,http://www.sonypictures.com/movies/thewalk/,Robert Zemeckis,Dream High.,1970s|skyscraper|based on true story|tightrope|planning,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,123,Adventure|Drama|Thriller,TriStar Pictures|Sony Pictures Entertainment|ImageMovers,706,6.8,2015,56287361.873560704
2.0266509999999998,1863315,Tracers,Marie Avgeropoulos|Taylor Lautner|Adam Rayner|Rafi Gavron|Sam Medina,http://www.unlimited-movie.com/,Daniel Benmayor,It's not a crime if they can't catch you.,chinese mafia|parkour|new york city|loan shark|young adult,"Wanted by the mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",94,Action|Crime|Drama,Temple Hill Entertainment|Senator Film|Freerunning|Melbarken|Saban Films,326,5.9,2015,1714249.04573042
2.000338,104384188,Vacation,Ed Helms|Christina Applegate|Skyler Gisondo|Steele Stebbins|Chris Hemsworth,,John Francis Daley|Jonathan M. Goldstein,What could go wrong?,route 66|grand canyon|cow|vacation|road trip,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",99,Adventure|Comedy,New Line Cinema|BenderSpink|David Dobkin Productions,846,6.1,2015,96033410.70529921
1.984529,95437994,Poltergeist,Sam Rockwell|Rosemarie DeWitt|Saxon Sharbino|Kyle Catlett|Kennedi Clements,,Gil Kenan,They're Here. And They Know What Scares You.,poltergeist|haunted house|remake|duringcreditsstinger,"Legendary filmmaker Sam Raimi and director Gil Kenan reimagine and contemporize the classic tale about a family whose suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",93,Horror|Thriller,Ghost House Pictures|Vertigo Entertainment|Metro-Goldwyn-Mayer (MGM)|TSG Entertainment,589,5.0,2015,87802915.846717
1.9800389999999999,187112,Maggie,Arnold Schwarzenegger|Abigail Breslin|Joely Richardson|Laura Cayouette|J.D. Evermore,http://www.maggiethefilm.com/,Henry Hobson,Don't Get Bitten,post-apocalyptic|dystopia|zombies,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",95,Horror,Lionsgate|Grindstone Entertainment Group|Silver Reel|Sly Predator|Matt Baer Films,384,5.1,2015,172142.964257095
1.9597650000000002,2000000,Equals,Kristen Stewart|Nicholas Hoult|Guy Pearce|Jacki Weaver|Bel Powley,http://equals-the-movie.com/,Drake Doremus,Find your equal.,illustrator|sex scene|near future|infected|emotions,A futuristic love story set in a world where emotions have been eradicated.,101,Drama|Romance|Science Fiction,Scott Free Productions|Infinite Frameworks Studios|Freedom Media|Route One Entertainment,135,5.6,2015,1839999.19040035
1.95632,3324330,Child 44,Tom Hardy|Gary Oldman|Noomi Rapace|Joel Kinnaman|Paddy Considine,,Daniel Espinosa,How do you find a killer who doesnâ€™t exist?,murder|serial killer|military|chili|soviet union,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",137,Crime|Thriller,Summit Entertainment|Scott Free Productions|Worldview Entertainment,341,5.9,2015,3058382.2543117995
1.926739,58978653,The Gift,Jason Bateman|Rebecca Hall|Joel Edgerton|David Denman|Beau Knapp,https://www.facebook.com/GIFTmovie,Joel Edgerton,Not every gift is welcome.,detective|stalker|gift|bully|psychological thriller,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",108,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,631,6.6,2015,54260336.885451704
1.904898,240360392,Daddy's Home,Will Ferrell|Mark Wahlberg|Linda Cardellini|Thomas Haden Church|Hannibal Buress,http://daddyshomemovie.tumblr.com/,Sean Anders,Choose your Daddy,daddys home,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",96,Comedy,Paramount Pictures|Gary Sanchez Productions|Good Universe|Red Granite Pictures,568,5.7,2015,221131463.342156
1.865007,97571250,The Little Prince,Jeff Bridges|Rachel McAdams|Paul Rudd|Marion Cotillard|James Franco,http://www.thelittleprincemovie.com/,Mark Osborne,Growing up isn't the problem... forgetting is.,philosophy|utopia|airplane|adventure|dystopia,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",92,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,423,7.5,2015,89765510.50317529
1.841779,233755553,Alvin and the Chipmunks: The Road Chip,Jason Lee|Justin Long|Bella Thorne|Matthew Gray Gubler|Jesse McCartney,http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,Walt Becker,Fast & furry-ous,chipmunk|cgi|talking animal|aftercreditsstinger|duringcreditsstinger,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",92,Adventure|Animation|Comedy|Family,Regency Enterprises|Fox 2000 Pictures|Sunswept Entertainment|Bagdasarian Productions|TSG Entertainment,278,5.7,2015,215055014.135793
1.82313,18340000,The Dressmaker,Kate Winslet|Liam Hemsworth|Caroline Goodall|Judy Davis|Hayley Magnus,http://www.thedressmakermovie.com.au,Jocelyn Moorhouse,Revenge is back in fashion,based on novel|australia|dressmaker|hometown|woman director,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.",118,Drama,Amazon Studios|Film Art Media|Apollo Media,197,6.9,2015,16872792.5759712
1.758618,43528634,The DUFF,Mae Whitman|Robbie Amell|Bella Thorne|Bianca A. Santos|Skyler Samuels,http://www.duffmovie.com/,Ari Sandel,"You either know one, you have one, or you are one.",high school|teenager|popularity|high school senior|teen comedy,"Bianca's universe turns upside down when she learns that her high school refers to her as a â€˜DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFFâ€¦ and that's totally fine.",100,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,753,6.8,2015,40046325.65961671
1.742286,52882018,Sinister 2,Shannyn Sossamon|James Ransone|Tate Ellington|Nicholas King|Lucas Jade Zumann,http://www.sinistermovie.com/,Ciaran Foy,"Be careful, children at play.",haunted house|sequel|twins,A young mother and her twin sons move into a rural house that's marked for death.,97,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,331,5.5,2015,48651435.1533685
1.73518,107597242,Paul Blart: Mall Cop 2,Kevin James|Raini Rodriguez|Eduardo VerÃ¡stegui|Daniella Alonso|Neal McDonough,,Andy Fickman,Vegas has a new high roller.,shopping mall|las vegas nevada|security guard,"Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",94,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),422,5.3,2015,98989419.0846556
1.6510779999999898,50163103,The Boy Next Door,Jennifer Lopez|Ryan Guzman|Ian Nelson|John Corbett|Kristin Chenoweth,http://www.theboynextdoorfilm.com/,Rob Cohen,A Moment She Couldn't Resist. An Obsession He Can't Control.,male nudity|female nudity|sex|adultery|infidelity,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",91,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,810,3.9,2015,46150034.4539848
1.532997,49263404,Entourage,Jeremy Piven|Adrian Grenier|Jerry Ferrara|Kevin Connolly|Kevin Dillon,,Doug Ellin,Dream Large. Live Larger.,friendship|hollywood|movie star|entourage,"Movie star Vincent Chase, together with his boys, Eric, Turtle and Johnny, are backâ€¦and back in business with super agent-turned-studio head Ari Gold. Some of their ambitions have changed, but the bond between them remains strong as they navigate the capricious and often cutthroat world of Hollywood.",104,Comedy,Warner Bros.|Closest to the Hole Productions,364,6.2,2015,45322311.73818279
1.5100959999999999,79799880,The Wedding Ringer,Kevin Hart|Josh Gad|Kaley Cuoco|Affion Crockett|Jorge Garcia,,Jeremy Garelick,He's the best man... money can buy.,male friendship|impersonator|wedding|lying|best man,"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake
 best man Jimmy.",101,Comedy,Miramax Films|Screen Gems|LStar Capital,446,6.5,2015,73415857.2970227
1.499614,14860766,Scouts Guide to the Zombie Apocalypse,Tye Sheridan|Logan Miller|Joey Morgan|Sarah Dumont|David Koechner,http://www.scoutsandzombiesmovie.com/,Christopher B. Landon,Always bring protection.,female nudity|shotgun|nudity|strip club|party,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the worldâ€™s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, theyâ€™ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",93,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,288,6.2,2015,13671898.704364501
1.495112,98450062,The Visit,Olivia DeJonge|Ed Oxenbould|Kathryn Hahn|Benjamin Kanes|Deanna Dunagan,http://www.stayinyourroom.com/,M. Night Shyamalan,No one loves you like your grandparents.,rap|pennsylvania|brother sister relationship|farm|grandparents,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",94,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,729,5.9,2015,90574017.18743241
1.4832459999999899,99775678,Black Mass,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon,,Scott Cooper,Keep your enemies close.,boston|based on true story|organized crime,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",122,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,848,6.3,2015,91793583.3708233
1.449072,50136,Heist,Jeffrey Dean Morgan|Robert De Niro|Kate Bosworth|Dave Bautista|Gina Carano,,Scott Mann,Never make a bet you can't afford to lose.,casino|robbery|bus hijacking|heist,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",93,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,233,5.4,2015,46125.099704956105
1.448002,61548707,Krampus,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,http://www.krampusthefilm.com/,Michael Dougherty,You don't want to be on his list.,fire|winter|santa claus|snow storm|christmas tree,A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.,98,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,342,5.9,2015,56624785.5250943
1.443406,208588,Dark Places,Charlize Theron|Nicholas Hoult|Christina Hendricks|ChloÃ« Grace Moretz|Tye Sheridan,http://darkplacesmovie.com/,Gilles Paquet-Brenner,"In 1985, her entire family was murdered. 30 years later, the truth emerges.",prison|based on novel|brother sister relationship|satanism|witness,A woman who survived the brutal killing of her family as a child is forced to confront the events of that day.,113,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,322,5.7,2015,191900.87556361398
1.41239,54418872,No Escape,Owen Wilson|Lake Bell|Pierce Brosnan|Sterling Jerins|Spencer Garrett,https://www.facebook.com/NoEscapeMovie/,John Erick Dowdle,No rescue. No refuge.,coup|american|family|foreign,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",103,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,519,6.7,2015,50065340.2112503
1.40805,17986781,Dope,Shameik Moore|Kiersey Clemons|Tony Revolori|ZoÃ« Kravitz|Chanel Iman,http://www.youaredope.com/,Rick Famuyiwa,It's hard out here for a geek.,california|hip-hop|harvard university|geek|coming of age,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.",103,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,448,7.3,2015,16547831.2389542
1.3882510000000001,28208085,American Ultra,Jesse Eisenberg|Kristen Stewart|Topher Grace|Connie Britton|Walton Goggins,,Nima Nourizadeh,Everyone's getting smoked.,memory loss|stoner|black ops,"American Ultra is a fast-paced action comedy about Mike, a seemingly hapless and unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",96,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,695,5.9,2015,25951426.781372197
